Timestamp,Symbol,Signal_Type,Close,Strength,Reason,OR_High,OR_Low
2026-07-20 10:36:07,ITC,REVERSAL_UP,281.20,64,Bullish reversal: broke above OR_HIGH (281.15) by 31.82%,281.15,280.05
2026-07-20 10:36:07,INOXWIND,REVERSAL_UP,79.90,100,Bullish reversal: broke above OR_HIGH (77.96) by 388.00%,77.96,77.46
2026-07-20 10:38:11,RELIANCE,REVERSAL_DOWN,1325.90,10,Bearish reversal: broke below OR_LOW (1326.20) by 5.03%,1344.10,1326.20
2026-07-20 10:38:11,UNIONBANK,REVERSAL_DOWN,169.96,45,Bearish reversal: broke below OR_LOW (170.03) by 22.58%,171.27,170.03
2026-07-20 10:38:11,PGEL,REVERSAL_UP,613.55,100,Bullish reversal: broke above OR_HIGH (611.40) by 76.92%,611.40,607.50
2026-07-20 10:40:16,INDIGO,REVERSAL_UP,5184.50,7,Bullish reversal: broke above OR_HIGH (5184.00) by 3.39%,5184.00,5154.50
2026-07-20 10:47:10,NAUKRI,REVERSAL_UP,1194.10,17,Bullish reversal: broke above OR_HIGH (1193.55) by 8.44%,1193.55,1182.30
2026-07-20 11:01:45,HINDUNILVR,REVERSAL_UP,2143.10,62,Bullish reversal: broke above OR_HIGH (2140.60) by 31.00%,2140.60,2130.60
2026-07-20 11:05:53,BANKINDIA,REVERSAL_UP,145.75,55,Bullish reversal: broke above OR_HIGH (145.52) by 27.71%,145.52,144.69
2026-07-20 11:05:53,INDIANB,REVERSAL_UP,852.45,100,Bullish reversal: broke above OR_HIGH (847.15) by 95.50%,847.15,841.60
2026-07-20 11:08:07,IEX,REVERSAL_UP,123.04,100,Bullish reversal: broke above OR_HIGH (121.68) by 217.65%,121.68,121.00
2026-07-20 11:08:07,ADANIENT,REVERSAL_UP,3161.80,75,Bullish reversal: broke above OR_HIGH (3158.00) by 37.62%,3158.00,3147.90
2026-07-20 11:10:12,RVNL,REVERSAL_UP,225.36,100,Bullish reversal: broke above OR_HIGH (224.67) by 71.56%,224.67,223.58
2026-07-20 11:12:16,ASHOKLEY,REVERSAL_UP,154.33,14,Bullish reversal: broke above OR_HIGH (154.25) by 6.82%,154.25,152.93
2026-07-20 11:14:20,KPITTECH,REVERSAL_UP,559.50,19,Bullish reversal: broke above OR_HIGH (559.05) by 9.38%,559.05,552.65
2026-07-20 11:16:24,NMDC,REVERSAL_UP,84.72,25,Bullish reversal: broke above OR_HIGH (84.62) by 12.66%,84.62,83.83
2026-07-20 11:46:21,LAURUSLABS,REVERSAL_UP,1558.00,73,Bullish reversal: broke above OR_HIGH (1551.40) by 36.26%,1551.40,1533.20
2026-07-20 11:48:26,KAYNES,REVERSAL_UP,3378.90,22,Bullish reversal: broke above OR_HIGH (3376.30) by 10.79%,3376.30,3352.20
2026-07-20 11:50:31,SBICARD,REVERSAL_DOWN,648.00,27,Bearish reversal: broke below OR_LOW (648.50) by 13.51%,652.20,648.50
2026-07-20 11:50:31,ONGC,REVERSAL_DOWN,250.25,79,Bearish reversal: broke below OR_LOW (250.69) by 39.74%,252.20,250.69
2026-07-20 11:52:35,ANGELONE,REVERSAL_UP,327.95,34,Bullish reversal: broke above OR_HIGH (327.75) by 16.92%,327.75,324.50
2026-07-20 11:52:35,RBLBANK,REVERSAL_DOWN,363.30,55,Bearish reversal: broke below OR_LOW (364.05) by 27.69%,370.55,364.05
2026-07-21 09:55:25,JINDALSTEL,REVERSAL_DOWN,1034.50,69,Bearish reversal: broke below OR_LOW (1034.80) by 34.29%,1038.30,1034.80
2026-07-21 09:55:25,ICICIGI,REVERSAL_UP,1616.50,60,Bullish reversal: broke above OR_HIGH (1615.90) by 30.00%,1615.90,1612.90
2026-07-21 09:55:25,CHOLAFIN,REVERSAL_UP,1773.60,39,Bullish reversal: broke above OR_HIGH (1772.40) by 19.35%,1772.40,1766.20
2026-07-21 09:57:33,SHRIRAMFIN,REVERSAL_UP,1049.50,84,Bullish reversal: broke above OR_HIGH (1047.80) by 42.00%,1047.80,1042.80
2026-07-21 09:57:33,ABCAPITAL,REVERSAL_UP,406.45,100,Bullish reversal: broke above OR_HIGH (405.10) by 111.54%,405.10,403.80
2026-07-21 09:59:38,CDSL,REVERSAL_DOWN,1381.00,100,Bearish reversal: broke below OR_LOW (1386.30) by 216.67%,1389.90,1386.30
2026-07-21 10:01:43,HINDUNILVR,REVERSAL_UP,2145.70,81,Bullish reversal: broke above OR_HIGH (2145.10) by 40.35%,2145.10,2139.40
2026-07-21 10:01:43,LODHA,REVERSAL_DOWN,1185.15,100,Bearish reversal: broke below OR_LOW (1186.65) by 70.40%,1192.90,1186.65
2026-07-21 10:05:53,LUPIN,REVERSAL_UP,2492.60,12,Bullish reversal: broke above OR_HIGH (2491.90) by 6.12%,2491.90,2477.20
2026-07-21 10:25:10,IOC,REVERSAL_UP,143.60,99,Bullish reversal: broke above OR_HIGH (143.52) by 49.25%,143.52,142.85
2026-07-21 10:25:10,ETERNAL,REVERSAL_DOWN,283.75,80,Bearish reversal: broke below OR_LOW (284.15) by 40.00%,285.40,284.15
2026-07-21 10:27:14,BEL,REVERSAL_DOWN,407.45,100,Bearish reversal: broke below OR_LOW (408.40) by 76.00%,409.65,408.40
2026-07-21 10:35:33,AMBUJACEM,REVERSAL_UP,443.45,100,Bullish reversal: broke above OR_HIGH (442.50) by 51.67%,442.50,439.50
2026-07-21 10:35:33,BDL,REVERSAL_DOWN,1255.50,15,Bearish reversal: broke below OR_LOW (1255.70) by 7.59%,1263.60,1255.70
2026-07-21 10:41:52,GRASIM,REVERSAL_DOWN,3143.80,100,Bearish reversal: broke below OR_LOW (3148.20) by 50.00%,3157.00,3148.20
2026-07-21 10:43:57,NYKAA,REVERSAL_UP,325.45,100,Bullish reversal: broke above OR_HIGH (324.65) by 161.54%,324.65,324.00
2026-07-21 10:46:02,CAMS,REVERSAL_DOWN,773.85,10,Bearish reversal: broke below OR_LOW (774.00) by 5.08%,776.95,774.00
2026-07-21 10:46:02,HAL,REVERSAL_DOWN,4469.30,100,Bearish reversal: broke below OR_LOW (4488.00) by 129.01%,4504.20,4488.00
2026-07-21 10:48:08,BIOCON,REVERSAL_UP,439.50,100,Bullish reversal: broke above OR_HIGH (438.75) by 53.19%,438.75,436.40
2026-07-21 10:56:31,PRESTIGE,REVERSAL_DOWN,1666.00,28,Bearish reversal: broke below OR_LOW (1667.00) by 13.92%,1674.90,1667.00
2026-07-21 11:15:17,ITC,REVERSAL_DOWN,282.40,62,Bearish reversal: broke below OR_LOW (282.55) by 31.25%,283.35,282.55
2026-07-21 11:30:25,M&M,REVERSAL_UP,3170.90,59,Bullish reversal: broke above OR_HIGH (3166.60) by 29.25%,3166.60,3151.90
2026-07-21 11:32:29,KALYANKJIL,REVERSAL_UP,567.80,79,Bullish reversal: broke above OR_HIGH (565.50) by 39.53%,565.50,559.05
2026-07-21 11:34:34,EICHERMOT,REVERSAL_DOWN,7597.00,32,Bearish reversal: broke below OR_LOW (7600.00) by 16.07%,7628.00,7600.00
2026-07-21 11:36:38,INFY,REVERSAL_DOWN,1075.80,70,Bearish reversal: broke below OR_LOW (1080.00) by 35.00%,1094.00,1080.00
2026-07-21 11:38:43,ADANIENSOL,REVERSAL_UP,1743.30,30,Bullish reversal: broke above OR_HIGH (1741.30) by 14.93%,1741.30,1727.90
2026-07-21 11:40:47,TRENT,REVERSAL_DOWN,2908.70,100,Bearish reversal: broke below OR_LOW (2923.10) by 189.87%,2931.00,2923.10
2026-07-21 11:42:53,HDFCBANK,REVERSAL_DOWN,765.90,100,Bearish reversal: broke below OR_LOW (768.50) by 82.86%,772.00,768.50
2026-07-22 09:57:02,IOC,REVERSAL_UP,142.37,12,Bullish reversal: broke above OR_HIGH (142.34) by 5.88%,142.34,141.83
2026-07-22 09:57:02,ETERNAL,REVERSAL_DOWN,286.25,12,Bearish reversal: broke below OR_LOW (286.35) by 6.12%,288.80,286.35
2026-07-22 09:57:02,TATASTEEL,REVERSAL_DOWN,185.40,100,Bearish reversal: broke below OR_LOW (186.30) by 138.46%,186.95,186.30
2026-07-22 10:05:19,PERSISTENT,REVERSAL_DOWN,5124.40,100,Bearish reversal: broke below OR_LOW (5137.30) by 72.69%,5162.20,5137.30
2026-07-22 10:11:32,PETRONET,REVERSAL_UP,276.30,55,Bullish reversal: broke above OR_HIGH (276.10) by 27.59%,276.10,274.65
2026-07-22 10:15:41,NMDC,REVERSAL_DOWN,84.02,54,Bearish reversal: broke below OR_LOW (84.07) by 26.92%,84.33,84.07
2026-07-22 10:51:29,NTPC,REVERSAL_UP,347.80,53,Bullish reversal: broke above OR_HIGH (347.55) by 26.32%,347.55,346.60
2026-07-22 10:51:29,CAMS,REVERSAL_UP,773.70,14,Bullish reversal: broke above OR_HIGH (773.10) by 6.90%,773.10,764.40
2026-07-22 10:55:39,JINDALSTEL,REVERSAL_UP,1047.80,38,Bullish reversal: broke above OR_HIGH (1046.90) by 19.15%,1046.90,1042.20
2026-07-22 10:55:39,GRASIM,REVERSAL_UP,3166.60,18,Bullish reversal: broke above OR_HIGH (3165.70) by 9.15%,3165.70,3151.50
2026-07-22 11:25:22,HINDUNILVR,REVERSAL_UP,2150.00,29,Bullish reversal: broke above OR_HIGH (2149.80) by 14.29%,2149.80,2137.20
2026-07-22 11:35:43,TATACONSUM,REVERSAL_UP,1087.50,77,Bullish reversal: broke above OR_HIGH (1085.70) by 38.33%,1085.70,1079.70
2026-07-23 09:55:18,CROMPTON,REVERSAL_DOWN,251.95,100,Bearish reversal: broke below OR_LOW (252.50) by 60.87%,253.65,252.50
2026-07-23 09:55:18,M&M,REVERSAL_UP,3196.10,92,Bullish reversal: broke above OR_HIGH (3189.90) by 46.21%,3189.90,3175.40
2026-07-23 09:55:18,TMPV,REVERSAL_DOWN,326.05,87,Bearish reversal: broke below OR_LOW (326.55) by 43.48%,327.70,326.55
2026-07-23 09:55:18,NTPC,REVERSAL_DOWN,347.20,54,Bearish reversal: broke below OR_LOW (347.55) by 26.92%,348.85,347.55
2026-07-23 09:55:18,SBICARD,REVERSAL_DOWN,617.75,88,Bearish reversal: broke below OR_LOW (620.00) by 44.10%,628.05,620.00
2026-07-23 09:55:18,BHARATFORG,REVERSAL_DOWN,2176.00,100,Bearish reversal: broke below OR_LOW (2185.40) by 91.06%,2197.70,2185.40
2026-07-23 09:55:18,CHOLAFIN,REVERSAL_DOWN,1717.40,100,Bearish reversal: broke below OR_LOW (1721.00) by 228.26%,1725.60,1721.00
2026-07-23 09:55:18,LAURUSLABS,REVERSAL_DOWN,1570.70,100,Bearish reversal: broke below OR_LOW (1575.00) by 60.98%,1583.20,1575.00
2026-07-23 09:55:18,CAMS,REVERSAL_DOWN,761.50,100,Bearish reversal: broke below OR_LOW (764.95) by 117.24%,769.30,764.95
2026-07-23 09:57:22,AMBUJACEM,REVERSAL_DOWN,425.85,82,Bearish reversal: broke below OR_LOW (426.70) by 40.98%,429.75,426.70
2026-07-23 09:57:22,ABCAPITAL,REVERSAL_DOWN,393.20,89,Bearish reversal: broke below OR_LOW (393.70) by 44.44%,396.85,393.70
2026-07-23 09:57:22,BDL,REVERSAL_DOWN,1247.00,43,Bearish reversal: broke below OR_LOW (1247.50) by 21.69%,1255.80,1247.50
2026-07-23 09:57:22,GRASIM,REVERSAL_DOWN,3161.80,79,Bearish reversal: broke below OR_LOW (3166.30) by 39.34%,3178.50,3166.30
2026-07-23 09:57:22,CGPOWER,REVERSAL_DOWN,906.40,21,Bearish reversal: broke below OR_LOW (906.70) by 10.26%,914.50,906.70
2026-07-23 09:59:28,SUNPHARMA,REVERSAL_DOWN,1928.00,43,Bearish reversal: broke below OR_LOW (1929.80) by 21.69%,1938.10,1929.80
2026-07-23 09:59:28,BEL,REVERSAL_DOWN,405.30,100,Bearish reversal: broke below OR_LOW (405.70) by 86.96%,406.85,405.70
2026-07-23 09:59:28,MAXHEALTH,REVERSAL_UP,1084.20,100,Bullish reversal: broke above OR_HIGH (1082.90) by 64.44%,1082.90,1078.40
2026-07-23 10:01:33,HAL,REVERSAL_DOWN,4553.20,48,Bearish reversal: broke below OR_LOW (4555.60) by 24.00%,4573.10,4555.60
2026-07-23 10:03:40,BIOCON,REVERSAL_DOWN,429.80,100,Bearish reversal: broke below OR_LOW (432.50) by 130.19%,435.15,432.50
2026-07-23 10:05:45,TATAELXSI,REVERSAL_UP,3402.00,100,Bullish reversal: broke above OR_HIGH (3395.10) by 74.11%,3395.10,3383.90
2026-07-23 10:16:11,PATANJALI,REVERSAL_UP,337.80,12,Bullish reversal: broke above OR_HIGH (337.75) by 6.12%,337.75,335.30
2026-07-23 10:25:04,PERSISTENT,REVERSAL_UP,5085.40,71,Bullish reversal: broke above OR_HIGH (5075.00) by 35.25%,5075.00,5045.50
2026-07-23 10:25:04,PRESTIGE,REVERSAL_UP,1659.60,43,Bullish reversal: broke above OR_HIGH (1658.90) by 21.31%,1658.90,1652.80
2026-07-23 10:41:45,ITC,REVERSAL_UP,281.10,100,Bullish reversal: broke above OR_HIGH (280.90) by 100.00%,280.90,280.60
2026-07-23 10:43:50,EICHERMOT,REVERSAL_DOWN,7621.00,100,Bearish reversal: broke below OR_LOW (7632.00) by 63.79%,7661.00,7632.00
2026-07-23 10:45:55,HINDUNILVR,REVERSAL_UP,2160.50,50,Bullish reversal: broke above OR_HIGH (2159.80) by 25.00%,2159.80,2154.20
2026-07-23 10:45:55,DABUR,REVERSAL_UP,426.15,100,Bullish reversal: broke above OR_HIGH (425.35) by 69.23%,425.35,424.05
2026-07-23 10:45:55,SHRIRAMFIN,REVERSAL_DOWN,1054.60,11,Bearish reversal: broke below OR_LOW (1055.20) by 5.69%,1067.50,1055.20
2026-07-23 10:45:55,INFY,REVERSAL_UP,1044.70,2,Bullish reversal: broke above OR_HIGH (1044.60) by 0.88%,1044.60,1033.20
2026-07-23 10:48:00,ADANIENSOL,REVERSAL_DOWN,1686.80,100,Bearish reversal: broke below OR_LOW (1713.50) by 231.11%,1727.00,1713.50
2026-07-23 10:56:20,ICICIGI,REVERSAL_UP,1596.20,100,Bullish reversal: broke above OR_HIGH (1587.40) by 135.53%,1587.40,1579.80
2026-07-23 10:58:24,RELIANCE,REVERSAL_UP,1284.90,100,Bullish reversal: broke above OR_HIGH (1283.40) by 93.10%,1283.40,1280.50
2026-07-23 11:10:51,ADANIPOWER,REVERSAL_UP,217.81,100,Bullish reversal: broke above OR_HIGH (217.79) by 70.24%,217.79,216.11
2026-07-23 11:21:20,BANKBARODA,REVERSAL_DOWN,244.15,40,Bearish reversal: broke below OR_LOW (244.45) by 20.00%,245.95,244.45
2026-07-23 11:23:56,HAVELLS,REVERSAL_UP,1215.30,100,Bullish reversal: broke above OR_HIGH (1206.20) by 131.17%,1206.20,1198.50
2026-07-23 11:26:02,BANKINDIA,REVERSAL_DOWN,142.85,50,Bearish reversal: broke below OR_LOW (143.00) by 25.00%,143.60,143.00
2026-07-23 11:26:02,NMDC,REVERSAL_DOWN,82.95,19,Bearish reversal: broke below OR_LOW (83.02) by 9.59%,83.75,83.02
2026-07-23 11:26:02,TRENT,REVERSAL_DOWN,2888.00,48,Bearish reversal: broke below OR_LOW (2890.20) by 24.14%,2904.70,2890.20
2026-07-23 11:28:06,GLENMARK,REVERSAL_DOWN,2184.20,82,Bearish reversal: broke below OR_LOW (2189.30) by 40.88%,2203.00,2189.30
2026-07-23 11:36:22,BSE,REVERSAL_DOWN,3595.90,22,Bearish reversal: broke below OR_LOW (3599.90) by 10.85%,3646.00,3599.90
2026-07-23 11:38:27,IEX,REVERSAL_DOWN,123.07,52,Bearish reversal: broke below OR_LOW (123.36) by 25.78%,124.64,123.36
2026-07-23 11:46:44,INDIANB,REVERSAL_DOWN,826.95,9,Bearish reversal: broke below OR_LOW (827.00) by 4.59%,832.45,827.00
2026-07-24 09:55:25,LICHSGFIN,REVERSAL_UP,532.30,17,Bullish reversal: broke above OR_HIGH (532.10) by 8.33%,532.10,529.70
2026-07-24 09:55:25,HINDUNILVR,REVERSAL_UP,2162.90,100,Bullish reversal: broke above OR_HIGH (2158.00) by 71.01%,2158.00,2151.10
2026-07-24 09:55:25,AUROPHARMA,REVERSAL_UP,1534.60,100,Bullish reversal: broke above OR_HIGH (1531.60) by 71.74%,1531.60,1527.00
2026-07-24 09:55:25,TATACONSUM,REVERSAL_UP,1113.20,100,Bullish reversal: broke above OR_HIGH (1107.50) by 127.27%,1107.50,1102.00
2026-07-24 09:55:25,NATIONALUM,REVERSAL_DOWN,340.35,100,Bearish reversal: broke below OR_LOW (341.45) by 176.47%,342.30,341.45
2026-07-24 09:55:25,INDIANB,REVERSAL_UP,821.45,18,Bullish reversal: broke above OR_HIGH (821.25) by 8.89%,821.25,819.00
2026-07-24 09:55:25,CAMS,REVERSAL_UP,756.80,100,Bullish reversal: broke above OR_HIGH (754.55) by 64.77%,754.55,750.15
2026-07-24 09:55:25,LUPIN,REVERSAL_UP,2382.60,6,Bullish reversal: broke above OR_HIGH (2382.30) by 2.88%,2382.30,2368.40
2026-07-24 10:01:38,ABCAPITAL,REVERSAL_UP,388.60,100,Bullish reversal: broke above OR_HIGH (387.65) by 67.24%,387.65,384.75
2026-07-24 10:05:57,MANAPPURAM,REVERSAL_DOWN,346.75,71,Bearish reversal: broke below OR_LOW (347.25) by 35.56%,349.50,347.25
2026-07-24 10:20:37,EXIDEIND,REVERSAL_DOWN,438.80,6,Bearish reversal: broke below OR_LOW (439.00) by 3.08%,445.50,439.00
2026-07-24 10:35:50,SUNPHARMA,REVERSAL_DOWN,1950.00,24,Bearish reversal: broke below OR_LOW (1950.10) by 12.24%,1955.00,1950.10
2026-07-24 10:56:55,MUTHOOTFIN,REVERSAL_UP,2963.10,15,Bullish reversal: broke above OR_HIGH (2961.70) by 7.49%,2961.70,2943.00
2026-07-24 10:56:55,LAURUSLABS,REVERSAL_DOWN,1561.80,66,Bearish reversal: broke below OR_LOW (1565.10) by 33.00%,1575.10,1565.10
2026-07-24 10:59:00,BAJAJFINSV,REVERSAL_UP,1883.10,100,Bullish reversal: broke above OR_HIGH (1879.30) by 120.97%,1879.30,1873.10
2026-07-24 11:20:03,TMPV,REVERSAL_UP,322.15,100,Bullish reversal: broke above OR_HIGH (321.25) by 54.55%,321.25,319.60
2026-07-24 11:20:03,SBICARD,REVERSAL_UP,618.35,30,Bullish reversal: broke above OR_HIGH (618.00) by 15.19%,618.00,614.05
2026-07-24 11:20:03,INDHOTEL,REVERSAL_UP,722.75,100,Bullish reversal: broke above OR_HIGH (720.60) by 119.57%,720.60,718.30
2026-07-24 11:20:03,AMBUJACEM,REVERSAL_UP,421.10,100,Bullish reversal: broke above OR_HIGH (419.75) by 72.97%,419.75,417.90
2026-07-24 11:22:41,BIOCON,REVERSAL_DOWN,427.70,20,Bearish reversal: broke below OR_LOW (427.90) by 10.00%,429.90,427.90
2026-07-24 11:22:41,VMM,REVERSAL_UP,108.46,49,Bullish reversal: broke above OR_HIGH (108.23) by 24.73%,108.23,107.30
2026-07-24 11:26:49,NMDC,REVERSAL_UP,82.65,69,Bullish reversal: broke above OR_HIGH (82.52) by 34.69%,82.52,82.03
2026-07-24 11:26:49,BANKBARODA,REVERSAL_UP,242.10,26,Bullish reversal: broke above OR_HIGH (242.05) by 13.04%,242.05,240.90
2026-07-24 11:28:53,NAUKRI,REVERSAL_DOWN,1152.85,29,Bearish reversal: broke below OR_LOW (1153.00) by 14.39%,1166.55,1153.00
2026-07-24 11:30:57,CROMPTON,REVERSAL_UP,246.40,29,Bullish reversal: broke above OR_HIGH (246.30) by 14.63%,246.30,244.25
2026-07-24 11:30:57,CHOLAFIN,REVERSAL_UP,1700.40,11,Bullish reversal: broke above OR_HIGH (1699.80) by 5.71%,1699.80,1678.80
2026-07-24 11:33:02,INFY,REVERSAL_DOWN,1017.70,100,Bearish reversal: broke below OR_LOW (1028.70) by 104.10%,1040.90,1028.70
2026-07-24 11:35:07,SBILIFE,REVERSAL_UP,1847.10,9,Bullish reversal: broke above OR_HIGH (1846.70) by 4.35%,1846.70,1837.50
2026-07-24 11:35:07,TRENT,REVERSAL_UP,2875.50,100,Bullish reversal: broke above OR_HIGH (2860.00) by 74.03%,2860.00,2836.90
2026-07-24 11:41:30,BANKINDIA,REVERSAL_UP,141.29,33,Bullish reversal: broke above OR_HIGH (141.20) by 16.36%,141.20,140.65
2026-07-27 09:56:00,ICICIGI,REVERSAL_UP,1672.30,100,Bullish reversal: broke above OR_HIGH (1663.60) by 77.68%,1663.60,1652.40
2026-07-27 09:56:00,M&M,REVERSAL_DOWN,3183.40,59,Bearish reversal: broke below OR_LOW (3185.50) by 29.41%,3194.00,3185.50
2026-07-27 09:56:00,NTPC,REVERSAL_DOWN,348.60,69,Bearish reversal: broke below OR_LOW (349.15) by 34.37%,350.75,349.15
2026-07-27 09:56:00,PRESTIGE,REVERSAL_UP,1632.60,76,Bullish reversal: broke above OR_HIGH (1628.40) by 37.93%,1628.40,1613.90
2026-07-27 09:56:00,MANAPPURAM,REVERSAL_UP,357.30,100,Bullish reversal: broke above OR_HIGH (356.75) by 58.97%,356.75,354.80
2026-07-27 10:00:10,TATAELXSI,REVERSAL_UP,3561.00,48,Bullish reversal: broke above OR_HIGH (3555.20) by 24.07%,3555.20,3531.10
2026-07-27 10:00:10,DABUR,REVERSAL_DOWN,427.10,88,Bearish reversal: broke below OR_LOW (427.25) by 44.00%,428.50,427.25
2026-07-27 10:06:25,NATIONALUM,REVERSAL_DOWN,343.65,32,Bearish reversal: broke below OR_LOW (343.90) by 15.79%,345.80,343.90
2026-07-27 10:06:25,PNB,REVERSAL_DOWN,111.32,36,Bearish reversal: broke below OR_LOW (111.40) by 17.86%,111.96,111.40
2026-07-27 10:08:30,LICI,REVERSAL_DOWN,425.25,100,Bearish reversal: broke below OR_LOW (425.55) by 73.68%,426.50,425.55
2026-07-27 10:21:16,INDHOTEL,REVERSAL_DOWN,731.90,34,Bearish reversal: broke below OR_LOW (732.45) by 17.19%,735.65,732.45
2026-07-27 10:25:55,CROMPTON,REVERSAL_DOWN,249.55,35,Bearish reversal: broke below OR_LOW (249.70) by 17.39%,250.85,249.70
2026-07-27 10:25:55,BHARATFORG,REVERSAL_DOWN,2164.00,8,Bearish reversal: broke below OR_LOW (2164.50) by 4.03%,2176.90,2164.50
2026-07-27 10:25:55,INDIANB,REVERSAL_DOWN,832.80,15,Bearish reversal: broke below OR_LOW (833.05) by 7.58%,836.35,833.05
2026-07-27 10:36:59,INDIGO,REVERSAL_DOWN,5104.00,100,Bearish reversal: broke below OR_LOW (5119.50) by 53.52%,5155.00,5119.50
2026-07-27 10:36:59,TATASTEEL,REVERSAL_DOWN,184.09,64,Bearish reversal: broke below OR_LOW (184.20) by 32.08%,184.73,184.20
2026-07-27 10:39:03,NYKAA,REVERSAL_UP,327.00,100,Bullish reversal: broke above OR_HIGH (325.80) by 147.06%,325.80,324.95
